,sub_num,vid_str,wed_num,onset_TR,state,len_TRs,offset_TR,schema,wed_id
1509,26,vid4_q,11,1130,4a,16,1146,S,1.0
1653,28,vid4_q,11,1130,4a,16,1146,S,29.0
2517,40,vid4_q,11,1130,4b,16,1146,S,19.0
1581,27,vid4_q,11,1130,4b,16,1146,S,38.0
285,6,vid4_q,11,1130,4a,16,1146,S,34.0
2373,38,vid4_q,11,1130,4b,16,1146,S,34.0
2445,39,vid4_q,11,1130,4b,16,1146,,
2733,43,vid4_q,11,1130,4b,16,1146,S,22.0
501,9,vid4_q,11,1130,4a,16,1146,S,38.0
357,7,vid4_q,11,1130,4a,16,1146,S,6.0
1941,32,vid4_q,11,1130,4b,16,1146,S,22.0
69,3,vid4_q,11,1130,4a,16,1146,S,28.0
2157,35,vid4_q,11,1131,4b,16,1147,S,20.0
789,13,vid4_q,11,1131,4b,16,1147,S,22.0
717,12,vid4_q,11,1131,4b,16,1147,S,22.0
1079,18,vid5_q,11,1144,5,7,1151,S,23.0
1007,17,vid5_q,11,1145,5,7,1152,S,28.0
143,4,vid5_q,11,1145,5,7,1152,S,2.0
1439,25,vid5_q,11,1145,5,7,1152,S,1.0
1367,24,vid5_q,11,1145,5,7,1152,S,19.0
1871,31,vid5_q,11,1145,5,7,1152,S,6.0
215,5,vid5_q,11,1145,5,7,1152,S,17.0
1799,30,vid5_q,11,1145,5,7,1152,S,6.0
1151,19,vid5_q,11,1145,5,7,1152,S,19.0
2807,44,vid5_q,11,1145,5,7,1152,S,38.0
1223,22,vid5_q,11,1145,5,7,1152,S,17.0
2303,37,vid5_q,11,1145,5,7,1152,,
935,15,vid5_q,11,1145,5,7,1152,S,23.0
2015,33,vid5_q,11,1145,5,7,1152,S,19.0
359,7,vid5_q,11,1146,5,7,1153,S,6.0
503,9,vid5_q,11,1146,5,7,1153,S,38.0
575,10,vid5_q,11,1146,5,7,1153,S,38.0
1655,28,vid5_q,11,1146,5,7,1153,S,29.0
431,8,vid5_q,11,1146,5,7,1153,S,29.0
287,6,vid5_q,11,1146,5,7,1153,S,34.0
1511,26,vid5_q,11,1146,5,7,1153,S,1.0
2735,43,vid5_q,11,1146,5,7,1153,S,22.0
1295,23,vid5_q,11,1146,5,7,1153,S,29.0
2447,39,vid5_q,11,1146,5,7,1153,,
1943,32,vid5_q,11,1146,5,7,1153,S,22.0
2519,40,vid5_q,11,1146,5,7,1153,S,19.0
2375,38,vid5_q,11,1146,5,7,1153,S,34.0
2087,34,vid5_q,11,1146,5,7,1153,S,23.0
2591,41,vid5_q,11,1146,5,7,1153,S,2.0
71,3,vid5_q,11,1146,5,7,1153,S,28.0
1583,27,vid5_q,11,1146,5,7,1153,S,38.0
2231,36,vid5_q,11,1146,5,7,1153,S,20.0
1727,29,vid5_q,11,1146,5,7,1153,S,29.0
647,11,vid5_q,11,1146,5,7,1153,S,20.0
2663,42,vid5_q,11,1146,5,7,1153,S,29.0
863,14,vid5_q,11,1146,5,7,1153,S,6.0
719,12,vid5_q,11,1147,5,7,1154,S,22.0
791,13,vid5_q,11,1147,5,7,1154,S,22.0
2159,35,vid5_q,11,1147,5,7,1154,S,20.0
