,sub_num,vid_str,wed_num,onset_TR,state,len_TRs,offset_TR
28,36,vid2,9,903,2a,11,914
29,36,vid2,10,1000,2a,11,1011
30,36,vid3,1,145,3b,15,160
31,36,vid3,2,241,3b,15,256
32,36,vid3,3,337,3b,15,352
33,36,vid3,4,433,3a,15,448
34,36,vid3,5,529,3b,15,544
35,36,vid3,6,626,3a,15,641
36,36,vid3,7,723,3b,15,738
37,36,vid3,8,819,3a,15,834
38,36,vid3,9,915,3a,15,930
39,36,vid3,10,1011,3a,15,1026
40,36,vid4,1,161,4b,16,177
41,36,vid4,2,257,4b,16,273
42,36,vid4,3,352,4a,16,368
43,36,vid4,4,448,4b,16,464
44,36,vid4,5,545,4b,16,561
45,36,vid4,6,641,4a,16,657
46,36,vid4,7,738,4a,16,754
47,36,vid4,8,834,4b,16,850
48,36,vid4,9,930,4a,16,946
49,36,vid4,10,1027,4a,16,1043
50,36,vid5,1,177,5,7,184
51,36,vid5,2,273,5,7,280
52,36,vid5,3,368,5,7,375
53,36,vid5,4,464,5,7,471
54,36,vid5,5,561,5,7,568
55,36,vid5,6,657,5,7,664
56,36,vid5,7,754,5,7,761
57,36,vid5,8,850,5,7,857
58,36,vid5,9,946,5,7,953
59,36,vid5,10,1043,5,7,1050
60,36,vid1a_q,0,12,1b,17,29
61,36,vid1a_q,11,1076,1b,17,1093
62,36,vid1b_q,0,29,1b,6,35
63,36,vid1b_q,11,1092,1b,6,1098
64,36,vid2_q,0,35,2b,11,46
65,36,vid2_q,11,1098,2a,11,1109
66,36,vid3_q,0,49,3a,15,64
67,36,vid3_q,11,1112,3b,15,1127
68,36,vid4_q,0,67,4b,16,83
69,36,vid4_q,11,1130,4a,16,1146
70,36,vid5_q,0,83,5,7,90
71,36,vid5_q,11,1146,5,7,1153
0,38,vid1a,1,112,1b,17,129
1,38,vid1a,2,207,1b,17,224
2,38,vid1a,3,303,1b,17,320
3,38,vid1a,4,399,1b,17,416
4,38,vid1a,5,495,1b,17,512
5,38,vid1a,6,592,1b,17,609
6,38,vid1a,7,688,1b,17,705
7,38,vid1a,8,784,1b,17,801
8,38,vid1a,9,880,1b,17,897
9,38,vid1a,10,977,1b,17,994
10,38,vid1b,1,128,1b,6,134
11,38,vid1b,2,224,1b,6,230
12,38,vid1b,3,320,1b,6,326
13,38,vid1b,4,416,1b,6,422
14,38,vid1b,5,512,1b,6,518
15,38,vid1b,6,609,1b,6,615
16,38,vid1b,7,705,1b,6,711
17,38,vid1b,8,801,1b,6,807
18,38,vid1b,9,897,1b,6,903
19,38,vid1b,10,993,1b,6,999
20,38,vid2,1,134,2b,11,145
21,38,vid2,2,230,2b,11,241
22,38,vid2,3,326,2a,11,337
23,38,vid2,4,422,2a,11,433
24,38,vid2,5,518,2b,11,529
25,38,vid2,6,615,2a,11,626
26,38,vid2,7,711,2b,11,722
27,38,vid2,8,807,2a,11,818
28,38,vid2,9,903,2a,11,914
29,38,vid2,10,999,2a,11,1010
30,38,vid3,1,146,3b,15,161
31,38,vid3,2,241,3b,15,256
32,38,vid3,3,337,3b,15,352
33,38,vid3,4,433,3b,15,448
34,38,vid3,5,529,3b,15,544
35,38,vid3,6,626,3a,15,641
36,38,vid3,7,722,3a,15,737
37,38,vid3,8,818,3b,15,833
38,38,vid3,9,914,3a,15,929
39,38,vid3,10,1010,3a,15,1025
40,38,vid4,1,161,4b,16,177
41,38,vid4,2,257,4b,16,273
42,38,vid4,3,353,4a,16,369
43,38,vid4,4,448,4a,16,464
44,38,vid4,5,545,4b,16,561
45,38,vid4,6,641,4a,16,657
46,38,vid4,7,737,4b,16,753
47,38,vid4,8,834,4a,16,850
48,38,vid4,9,929,4a,16,945
49,38,vid4,10,1026,4a,16,1042
50,38,vid5,1,177,5,7,184
51,38,vid5,2,273,5,7,280
52,38,vid5,3,369,5,7,376
53,38,vid5,4,465,5,7,472
54,38,vid5,5,561,5,7,568
55,38,vid5,6,657,5,7,664
56,38,vid5,7,753,5,7,760
57,38,vid5,8,850,5,7,857
58,38,vid5,9,945,5,7,952
59,38,vid5,10,1042,5,7,1049
60,38,vid1a_q,0,12,1b,17,29
61,38,vid1a_q,11,1075,1b,17,1092
62,38,vid1b_q,0,29,1b,6,35
63,38,vid1b_q,11,1092,1b,6,1098
64,38,vid2_q,0,35,2b,11,46
65,38,vid2_q,11,1098,2b,11,1109
66,38,vid3_q,0,49,3a,15,64
67,38,vid3_q,11,1112,3a,15,1127
68,38,vid4_q,0,67,4b,16,83
69,38,vid4_q,11,1130,4b,16,1146
70,38,vid5_q,0,83,5,7,90
71,38,vid5_q,11,1146,5,7,1153
0,40,vid1a,1,112,1b,17,129
1,40,vid1a,2,208,1b,17,225
2,40,vid1a,3,304,1b,17,321
3,40,vid1a,4,400,1b,17,417
4,40,vid1a,5,496,1b,17,513
5,40,vid1a,6,592,1b,17,609
6,40,vid1a,7,688,1b,17,705
7,40,vid1a,8,785,1b,17,802
8,40,vid1a,9,880,1b,17,897
9,40,vid1a,10,976,1b,17,993
10,40,vid1b,1,129,1b,6,135
11,40,vid1b,2,224,1b,6,230
12,40,vid1b,3,321,1b,6,327
13,40,vid1b,4,417,1b,6,423
14,40,vid1b,5,513,1b,6,519
15,40,vid1b,6,609,1b,6,615
16,40,vid1b,7,705,1b,6,711
17,40,vid1b,8,801,1b,6,807
18,40,vid1b,9,897,1b,6,903
19,40,vid1b,10,993,1b,6,999
20,40,vid2,1,135,2a,11,146
21,40,vid2,2,230,2b,11,241
22,40,vid2,3,327,2b,11,338
23,40,vid2,4,423,2a,11,434
24,40,vid2,5,519,2b,11,530
25,40,vid2,6,615,2a,11,626
26,40,vid2,7,711,2b,11,722
27,40,vid2,8,807,2a,11,818
28,40,vid2,9,903,2a,11,914
29,40,vid2,10,999,2b,11,1010
30,40,vid3,1,146,3a,15,161
31,40,vid3,2,242,3b,15,257
32,40,vid3,3,338,3a,15,353
33,40,vid3,4,434,3b,15,449
34,40,vid3,5,530,3b,15,545
35,40,vid3,6,626,3a,15,641
36,40,vid3,7,722,3a,15,737
37,40,vid3,8,819,3b,15,834
38,40,vid3,9,914,3a,15,929
39,40,vid3,10,1011,3b,15,1026
40,40,vid4,1,161,4a,16,177
41,40,vid4,2,257,4b,16,273
42,40,vid4,3,353,4b,16,369
43,40,vid4,4,449,4a,16,465
44,40,vid4,5,545,4b,16,561
45,40,vid4,6,641,4a,16,657
46,40,vid4,7,737,4b,16,753
47,40,vid4,8,834,4a,16,850
48,40,vid4,9,930,4a,16,946
49,40,vid4,10,1026,4b,16,1042
50,40,vid5,1,177,5,7,184
51,40,vid5,2,273,5,7,280
52,40,vid5,3,369,5,7,376
53,40,vid5,4,465,5,7,472
54,40,vid5,5,561,5,7,568
55,40,vid5,6,657,5,7,664
56,40,vid5,7,753,5,7,760
57,40,vid5,8,850,5,7,857
58,40,vid5,9,946,5,7,953
59,40,vid5,10,1042,5,7,1049
60,40,vid1a_q,0,13,1b,17,30
61,40,vid1a_q,11,1075,1b,17,1092
62,40,vid1b_q,0,29,1b,6,35
63,40,vid1b_q,11,1092,1b,6,1098
64,40,vid2_q,0,35,2a,11,46
65,40,vid2_q,11,1098,2b,11,1109
66,40,vid3_q,0,49,3b,15,64
67,40,vid3_q,11,1112,3a,15,1127
68,40,vid4_q,0,67,4a,16,83
69,40,vid4_q,11,1130,4b,16,1146
70,40,vid5_q,0,83,5,7,90
71,40,vid5_q,11,1146,5,7,1153
0,41,vid1a,1,111,1b,17,128
1,41,vid1a,2,207,1b,17,224
2,41,vid1a,3,303,1b,17,320
3,41,vid1a,4,399,1b,17,416
4,41,vid1a,5,495,1b,17,512
5,41,vid1a,6,591,1b,17,608
6,41,vid1a,7,688,1b,17,705
7,41,vid1a,8,783,1b,17,800
8,41,vid1a,9,880,1b,17,897
9,41,vid1a,10,976,1b,17,993
10,41,vid1b,1,128,1b,6,134
11,41,vid1b,2,224,1b,6,230
12,41,vid1b,3,320,1b,6,326
13,41,vid1b,4,416,1b,6,422
14,41,vid1b,5,512,1b,6,518
15,41,vid1b,6,608,1b,6,614
16,41,vid1b,7,705,1b,6,711
17,41,vid1b,8,800,1b,6,806
18,41,vid1b,9,897,1b,6,903
19,41,vid1b,10,993,1b,6,999
20,41,vid2,1,134,2a,11,145
21,41,vid2,2,230,2b,11,241
22,41,vid2,3,326,2b,11,337
23,41,vid2,4,422,2a,11,433
24,41,vid2,5,518,2a,11,529
25,41,vid2,6,614,2b,11,625
26,41,vid2,7,711,2b,11,722
27,41,vid2,8,806,2a,11,817
28,41,vid2,9,903,2a,11,914
29,41,vid2,10,999,2b,11,1010
30,41,vid3,1,145,3a,15,160
31,41,vid3,2,241,3b,15,256
32,41,vid3,3,337,3a,15,352
33,41,vid3,4,433,3b,15,448
34,41,vid3,5,529,3a,15,544
35,41,vid3,6,625,3b,15,640
36,41,vid3,7,722,3a,15,737
37,41,vid3,8,817,3b,15,832
38,41,vid3,9,914,3a,15,929
39,41,vid3,10,1010,3b,15,1025
40,41,vid4,1,161,4a,16,177
41,41,vid4,2,257,4b,16,273
42,41,vid4,3,353,4b,16,369
43,41,vid4,4,448,4a,16,464
44,41,vid4,5,545,4a,16,561
45,41,vid4,6,641,4b,16,657
46,41,vid4,7,737,4b,16,753
47,41,vid4,8,833,4a,16,849
48,41,vid4,9,929,4a,16,945
49,41,vid4,10,1026,4b,16,1042
50,41,vid5,1,177,5,7,184
51,41,vid5,2,273,5,7,280
52,41,vid5,3,369,5,7,376
53,41,vid5,4,464,5,7,471
54,41,vid5,5,561,5,7,568
55,41,vid5,6,657,5,7,664
56,41,vid5,7,753,5,7,760
57,41,vid5,8,849,5,7,856
58,41,vid5,9,945,5,7,952
59,41,vid5,10,1042,5,7,1049
60,41,vid1a_q,0,12,1b,17,29
61,41,vid1a_q,11,1075,1b,17,1092
62,41,vid1b_q,0,29,1b,6,35
63,41,vid1b_q,11,1092,1b,6,1098
64,41,vid2_q,0,35,2a,11,46
65,41,vid2_q,11,1098,2b,11,1109
66,41,vid3_q,0,49,3b,15,64
67,41,vid3_q,11,1112,3a,15,1127
68,41,vid4_q,0,67,4a,16,83
69,41,vid4_q,11,1130,4b,16,1146
70,41,vid5_q,0,83,5,7,90
71,41,vid5_q,11,1146,5,7,1153
0,42,vid1a,1,111,1b,17,128
1,42,vid1a,2,207,1b,17,224
2,42,vid1a,3,303,1b,17,320
3,42,vid1a,4,399,1b,17,416
4,42,vid1a,5,495,1b,17,512
5,42,vid1a,6,591,1b,17,608
6,42,vid1a,7,688,1b,17,705
7,42,vid1a,8,784,1b,17,801
8,42,vid1a,9,881,1b,17,898
9,42,vid1a,10,977,1b,17,994
10,42,vid1b,1,128,1b,6,134
11,42,vid1b,2,224,1b,6,230
12,42,vid1b,3,320,1b,6,326
13,42,vid1b,4,416,1b,6,422
14,42,vid1b,5,512,1b,6,518
15,42,vid1b,6,608,1b,6,614
16,42,vid1b,7,705,1b,6,711
17,42,vid1b,8,801,1b,6,807
18,42,vid1b,9,898,1b,6,904
19,42,vid1b,10,994,1b,6,1000
20,42,vid2,1,134,2a,11,145
21,42,vid2,2,230,2b,11,241
22,42,vid2,3,326,2a,11,337
23,42,vid2,4,422,2a,11,433
24,42,vid2,5,518,2a,11,529
25,42,vid2,6,614,2b,11,625
26,42,vid2,7,711,2b,11,722
27,42,vid2,8,807,2b,11,818
28,42,vid2,9,904,2b,11,915
29,42,vid2,10,1000,2a,11,1011
30,42,vid3,1,145,3a,15,160
31,42,vid3,2,241,3b,15,256
32,42,vid3,3,337,3b,15,352
33,42,vid3,4,433,3b,15,448
34,42,vid3,5,529,3a,15,544
35,42,vid3,6,625,3b,15,640
36,42,vid3,7,722,3a,15,737
37,42,vid3,8,818,3a,15,833
38,42,vid3,9,915,3b,15,930
39,42,vid3,10,1011,3a,15,1026
40,42,vid4,1,161,4a,16,177
41,42,vid4,2,257,4b,16,273
42,42,vid4,3,353,4a,16,369
43,42,vid4,4,448,4a,16,464
44,42,vid4,5,545,4a,16,561
45,42,vid4,6,641,4b,16,657
46,42,vid4,7,737,4b,16,753
47,42,vid4,8,834,4b,16,850
48,42,vid4,9,930,4b,16,946
49,42,vid4,10,1027,4a,16,1043
50,42,vid5,1,177,5,7,184
51,42,vid5,2,273,5,7,280
52,42,vid5,3,369,5,7,376
53,42,vid5,4,464,5,7,471
54,42,vid5,5,561,5,7,568
55,42,vid5,6,657,5,7,664
56,42,vid5,7,753,5,7,760
57,42,vid5,8,850,5,7,857
58,42,vid5,9,946,5,7,953
59,42,vid5,10,1043,5,7,1050
60,42,vid1a_q,0,13,1b,17,30
61,42,vid1a_q,11,1076,1b,17,1093
62,42,vid1b_q,0,29,1b,6,35
63,42,vid1b_q,11,1092,1b,6,1098
64,42,vid2_q,0,35,2a,11,46
65,42,vid2_q,11,1098,2b,11,1109
66,42,vid3_q,0,49,3b,15,64
67,42,vid3_q,11,1112,3a,15,1127
68,42,vid4_q,0,67,4a,16,83
69,42,vid4_q,11,1130,4b,16,1146
70,42,vid5_q,0,83,5,7,90
71,42,vid5_q,11,1146,5,7,1153
0,43,vid1a,1,111,1b,17,128
1,43,vid1a,2,207,1b,17,224
2,43,vid1a,3,303,1b,17,320
3,43,vid1a,4,399,1b,17,416
4,43,vid1a,5,495,1b,17,512
5,43,vid1a,6,591,1b,17,608
6,43,vid1a,7,687,1b,17,704
7,43,vid1a,8,783,1b,17,800
8,43,vid1a,9,880,1b,17,897
9,43,vid1a,10,977,1b,17,994
10,43,vid1b,1,128,1b,6,134
11,43,vid1b,2,224,1b,6,230
12,43,vid1b,3,320,1b,6,326
13,43,vid1b,4,415,1b,6,421
14,43,vid1b,5,511,1b,6,517
15,43,vid1b,6,607,1b,6,613
16,43,vid1b,7,704,1b,6,710
17,43,vid1b,8,800,1b,6,806
18,43,vid1b,9,897,1b,6,903
19,43,vid1b,10,993,1b,6,999
20,43,vid2,1,134,2b,11,145
21,43,vid2,2,230,2a,11,241
22,43,vid2,3,326,2b,11,337
23,43,vid2,4,421,2a,11,432
24,43,vid2,5,517,2a,11,528
25,43,vid2,6,613,2b,11,624
26,43,vid2,7,710,2a,11,721
27,43,vid2,8,806,2b,11,817
28,43,vid2,9,903,2a,11,914
29,43,vid2,10,999,2b,11,1010
30,43,vid3,1,145,3b,15,160
31,43,vid3,2,241,3a,15,256
32,43,vid3,3,337,3a,15,352
33,43,vid3,4,433,3b,15,448
34,43,vid3,5,529,3a,15,544
35,43,vid3,6,625,3b,15,640
36,43,vid3,7,721,3b,15,736
37,43,vid3,8,817,3a,15,832
38,43,vid3,9,914,3a,15,929
39,43,vid3,10,1011,3b,15,1026
40,43,vid4,1,161,4b,16,177
41,43,vid4,2,256,4a,16,272
42,43,vid4,3,353,4b,16,369
43,43,vid4,4,448,4a,16,464
44,43,vid4,5,544,4a,16,560
45,43,vid4,6,640,4b,16,656
46,43,vid4,7,736,4a,16,752
47,43,vid4,8,833,4b,16,849
48,43,vid4,9,929,4a,16,945
49,43,vid4,10,1026,4b,16,1042
50,43,vid5,1,177,5,7,184
51,43,vid5,2,272,5,7,279
52,43,vid5,3,369,5,7,376
53,43,vid5,4,464,5,7,471
54,43,vid5,5,560,5,7,567
55,43,vid5,6,656,5,7,663
56,43,vid5,7,752,5,7,759
57,43,vid5,8,849,5,7,856
58,43,vid5,9,945,5,7,952
59,43,vid5,10,1042,5,7,1049
60,43,vid1a_q,0,12,1b,17,29
61,43,vid1a_q,11,1075,1b,17,1092
62,43,vid1b_q,0,29,1b,6,35
63,43,vid1b_q,11,1092,1b,6,1098
64,43,vid2_q,0,35,2a,11,46
65,43,vid2_q,11,1098,2b,11,1109
66,43,vid3_q,0,49,3b,15,64
67,43,vid3_q,11,1112,3a,15,1127
68,43,vid4_q,0,67,4a,16,83
69,43,vid4_q,11,1130,4b,16,1146
70,43,vid5_q,0,83,5,7,90
71,43,vid5_q,11,1146,5,7,1153
0,44,vid1a,1,111,1b,17,128
1,44,vid1a,2,207,1b,17,224
2,44,vid1a,3,302,1b,17,319
3,44,vid1a,4,398,1b,17,415
4,44,vid1a,5,494,1b,17,511
5,44,vid1a,6,591,1b,17,608
6,44,vid1a,7,687,1b,17,704
7,44,vid1a,8,783,1b,17,800
8,44,vid1a,9,879,1b,17,896
9,44,vid1a,10,976,1b,17,993
10,44,vid1b,1,128,1b,6,134
11,44,vid1b,2,223,1b,6,229
12,44,vid1b,3,319,1b,6,325
13,44,vid1b,4,415,1b,6,421
14,44,vid1b,5,511,1b,6,517
15,44,vid1b,6,607,1b,6,613
16,44,vid1b,7,704,1b,6,710
17,44,vid1b,8,800,1b,6,806
18,44,vid1b,9,896,1b,6,902
19,44,vid1b,10,992,1b,6,998
20,44,vid2,1,134,2b,11,145
21,44,vid2,2,229,2b,11,240
22,44,vid2,3,325,2b,11,336
23,44,vid2,4,421,2b,11,432
24,44,vid2,5,517,2a,11,528
25,44,vid2,6,613,2a,11,624
26,44,vid2,7,710,2b,11,721
27,44,vid2,8,806,2a,11,817
28,44,vid2,9,902,2b,11,913
29,44,vid2,10,998,2a,11,1009
30,44,vid3,1,145,3b,15,160
31,44,vid3,2,241,3b,15,256
32,44,vid3,3,336,3a,15,351
33,44,vid3,4,433,3a,15,448
34,44,vid3,5,528,3a,15,543
35,44,vid3,6,625,3a,15,640
36,44,vid3,7,721,3a,15,736
37,44,vid3,8,817,3b,15,832
38,44,vid3,9,913,3b,15,928
39,44,vid3,10,1010,3a,15,1025
40,44,vid4,1,161,4b,16,177
41,44,vid4,2,256,4b,16,272
42,44,vid4,3,352,4b,16,368
43,44,vid4,4,448,4b,16,464
44,44,vid4,5,544,4a,16,560
45,44,vid4,6,640,4a,16,656
46,44,vid4,7,736,4b,16,752
47,44,vid4,8,832,4a,16,848
48,44,vid4,9,929,4b,16,945
49,44,vid4,10,1025,4a,16,1041
50,44,vid5,1,177,5,7,184
51,44,vid5,2,272,5,7,279
52,44,vid5,3,368,5,7,375
53,44,vid5,4,464,5,7,471
54,44,vid5,5,560,5,7,567
55,44,vid5,6,656,5,7,663
56,44,vid5,7,752,5,7,759
57,44,vid5,8,848,5,7,855
58,44,vid5,9,945,5,7,952
59,44,vid5,10,1041,5,7,1048
60,44,vid1a_q,0,12,1b,17,29
61,44,vid1a_q,11,1074,1b,17,1091
62,44,vid1b_q,0,29,1b,6,35
63,44,vid1b_q,11,1091,1b,6,1097
64,44,vid2_q,0,35,2a,11,46
65,44,vid2_q,11,1097,2a,11,1108
66,44,vid3_q,0,49,3b,15,64
67,44,vid3_q,11,1111,3b,15,1126
68,44,vid4_q,0,67,4a,16,83
69,44,vid4_q,11,1129,4a,16,1145
70,44,vid5_q,0,83,5,7,90
71,44,vid5_q,11,1145,5,7,1152
